date,iv
2025-05-18,0.21509573974609375
2025-05-21,0.2254716125488281
2025-05-22,1.0000000000000003e-05
2025-05-22,1.0000000000000003e-05
2025-05-22,1.0000000000000003e-05
2025-05-22,0.22779092529296874
2025-05-23,1.0000000000000003e-05
2025-05-25,0.2304764453125
2025-05-28,1.0000000000000003e-05
2025-05-28,1.0000000000000003e-05
2025-06-01,0.18872881591796875
2025-06-01,0.18872881591796875
2025-06-02,0.16480327392578126
2025-06-06,1.0000000000000003e-05
2025-06-07,0.19263502685546874
2025-06-07,0.19263502685546874
2025-06-10,1.0000000000000003e-05
2025-06-11,0.23657989990234374
2025-06-11,0.3100654931640625
2025-06-12,1.0000000000000003e-05
