date,iv
2025-05-18,0.20533021240234373
2025-05-21,0.21436332519531248
2025-05-22,1.0000000000000003e-05
2025-05-22,1.0000000000000003e-05
2025-05-22,1.0000000000000003e-05
2025-05-22,0.23828886718749998
2025-05-23,1.0000000000000003e-05
2025-05-25,0.19190261230468753
2025-05-28,1.0000000000000003e-05
2025-06-01,0.20069158691406247
2025-06-02,0.1753012158203125
2025-06-06,1.0000000000000003e-05
2025-06-07,0.1706625903320313
2025-06-07,0.1706625903320313
2025-06-10,1.0000000000000003e-05
2025-06-11,0.23169713623046873
