date,iv
2025-05-18,0.117196328125
2025-05-21,0.16602396484375004
2025-05-22,0.00196310546875
2025-05-22,0.00196310546875
2025-05-22,0.00196310546875
2025-05-22,0.14649291015625
2025-05-25,0.176766044921875
2025-05-27,1.0000000000000003e-05
2025-05-28,1.0000000000000003e-05
2025-06-01,0.07911077148437501
2025-06-02,0.11524322265625
2025-06-06,0.0039162109375
2025-06-07,0.0937590625
2025-06-07,0.0937590625
2025-06-10,0.0039162109375
2025-06-11,0.17090672851562502
2025-06-11,0.16993017578125003
2025-06-12,1.0000000000000003e-05
2025-06-16,0.015634843750000002
