date,iv
2025-05-18,0.37720349365234374
2025-05-21,0.5224657128906249
2025-05-22,0.015634843750000002
2025-05-22,0.015634843750000002
2025-05-22,0.015634843750000002
2025-05-22,0.40332627929687503
2025-05-25,0.3852600537109374
2025-05-27,0.007822421875
2025-05-28,0.00025413818359375
2025-06-01,0.3789124609375
2025-06-02,0.35547519531249994
2025-06-06,0.0312596875
2025-06-07,0.39942006835937505
2025-06-07,0.39942006835937505
2025-06-10,1.0000000000000003e-05
2025-06-11,0.5092822509765625
2025-06-11,0.340826904296875
2025-06-12,0.015634843750000002
