date,iv
2025-05-18,0.1445398046875
2025-05-21,0.22461712890624996
2025-05-22,1.0000000000000003e-05
2025-05-27,0.015634843750000002
2025-05-22,1.0000000000000003e-05
2025-05-22,1.0000000000000003e-05
2025-05-22,0.187508125
2025-05-25,0.18946123046875002
2025-05-28,0.0312596875
2025-06-01,0.1914143359375
2025-06-02,0.15039912109375003
2025-06-06,1.0000000000000003e-05
2025-06-07,0.5217332983398437
2025-06-07,0.5217332983398437
2025-06-10,0.0039162109375
2025-06-11,0.9064950756835937
2025-06-11,0.18116053222656248
2025-06-12,1.0000000000000003e-05
2025-06-16,1.0000000000000003e-05
2025-07-28,0.13941290283203128
2025-07-29,0.0039162109375
