date,iv
2025-05-18,0.3781800463867187
2025-05-21,0.3852600537109374
2025-05-22,0.0312596875
2025-05-22,0.0312596875
2025-05-22,0.0312596875
2025-05-22,0.397466962890625
2025-05-25,0.4116269775390625
2025-05-28,0.007822421875
2025-06-01,0.340826904296875
2025-06-02,0.29004616210937495
2025-06-06,0.015634843750000002
2025-06-07,0.3129951513671875
2025-06-07,0.3129951513671875
2025-06-10,1.0000000000000003e-05
2025-06-11,0.35986968261718744
2025-06-11,0.215828154296875
2025-06-12,0.015634843750000002
2025-06-16,0.0039162109375
2025-07-28,0.6013223461914063
2025-07-29,0.00025413818359375
2025-07-29,0.7917501293945313
2025-07-29,0.7812521875
2025-07-29,0.7602563037109377
2025-07-29,0.7875997802734375
2025-07-29,0.8203142968749999
