date,iv
2025-05-18,0.2695385546875
2025-05-21,0.3200751586914062
2025-05-22,0.0039162109375
2025-05-22,0.0039162109375
2025-05-22,0.0039162109375
2025-05-22,0.2836985693359374
2025-05-23,1.0000000000000003e-05
2025-05-25,0.30054410400390624
2025-05-28,1.0000000000000003e-05
2025-06-01,0.2688061401367187
2025-06-02,0.24036404174804685
2025-06-06,0.0312596875
2025-06-07,0.23365024169921872
2025-06-07,0.23365024169921872
2025-06-10,0.015634843750000002
2025-06-11,0.25440198730468755
2025-06-11,0.27197993652343744
2025-06-12,0.0312596875
2025-06-16,1.0000000000000003e-05
2025-07-28,0.2651440673828125
2025-07-29,1.0000000000000003e-05
