date,iv
2025-05-18,0.31690136230468746
2025-05-21,0.3012765185546875
2025-05-22,0.007822421875
2025-05-22,0.007822421875
2025-05-22,0.007822421875
2025-05-22,0.3002999658203125
2025-05-23,1.0000000000000003e-05
2025-05-25,0.30664755859375
2025-05-28,0.007822421875
2025-05-28,0.007822421875
2025-06-01,0.34961587890624996
2025-06-01,0.34961587890624996
2025-06-02,0.30005582763671873
2025-06-06,1.0000000000000003e-05
2025-06-07,0.32520206054687495
2025-06-07,0.32520206054687495
2025-06-10,0.015634843750000002
2025-06-11,0.47363807617187503
2025-06-11,0.5429733203125001
2025-06-12,0.015634843750000002
2025-06-16,1.0000000000000003e-05
2025-07-28,0.4497125341796875
