date,iv
2025-05-18,0.2540968145751954
2025-05-21,0.4019835192871094
2025-05-22,1.0000000000000003e-05
2025-05-22,1.0000000000000003e-05
2025-05-22,1.0000000000000003e-05
2025-05-22,0.2020343469238281
2025-05-23,1.0000000000000003e-05
2025-05-25,0.27259028198242186
2025-05-28,0.0039162109375
2025-05-28,0.0039162109375
2025-06-01,0.1928791650390625
2025-06-02,0.2687451055908203
2025-06-06,1.0000000000000003e-05
2025-06-07,0.28528546752929684
2025-06-07,0.28528546752929684
2025-06-10,1.0000000000000003e-05
2025-06-11,0.2893137475585937
2025-06-11,0.3070137658691406
2025-06-12,1.0000000000000003e-05
2025-06-16,0.0039162109375
