date,iv
2025-05-18,0.20069158691406247
2025-05-21,0.27747304565429687
2025-05-22,0.015634843750000002
2025-05-22,0.015634843750000002
2025-05-22,0.015634843750000002
2025-05-22,0.21411918701171873
2025-05-23,0.015634843750000002
2025-05-25,0.18885088500976563
2025-05-28,0.000986552734375
2025-05-28,0.000986552734375
2025-06-01,0.1505211901855469
2025-06-02,0.16285016845703126
2025-06-06,0.015634843750000002
2025-06-07,0.16895362304687503
2025-06-07,0.16895362304687503
2025-06-10,0.00196310546875
2025-06-11,0.21265435791015624
2025-06-11,0.2662426892089844
2025-06-12,0.007822421875
2025-06-16,0.0039162109375
2025-07-28,0.1680991394042969
