date,iv
2025-05-18,0.20667297241210933
2025-05-21,0.25843026733398444
2025-05-22,1.0000000000000003e-05
2025-05-22,1.0000000000000003e-05
2025-05-22,1.0000000000000003e-05
2025-05-22,0.15894395751953128
2025-05-23,0.00196310546875
2025-05-25,0.21326470336914063
2025-05-28,1.0000000000000003e-05
2025-05-28,1.0000000000000003e-05
2025-06-01,0.19403882141113282
2025-06-02,0.18952226501464847
2025-06-06,1.0000000000000003e-05
2025-06-07,0.1638877557373047
2025-06-07,0.1638877557373047
2025-06-10,1.0000000000000003e-05
2025-06-11,0.19214675048828128
