date,iv
2025-05-18,0.4621635815429688
2025-05-21,0.36475244628906256
2025-05-22,0.007822421875
2025-05-22,0.007822421875
2025-05-22,0.007822421875
2025-05-22,0.3217841259765625
2025-05-23,0.007822421875
2025-05-25,0.7761252856445313
2025-05-28,1.0000000000000003e-05
2025-05-28,1.0000000000000003e-05
2025-06-01,0.2034991760253906
2025-06-02,0.2647778601074219
2025-06-06,0.0039162109375
2025-06-07,0.22718057983398435
2025-06-07,0.22718057983398435
2025-06-10,1.0000000000000003e-05
2025-06-11,0.2501906036376953
2025-06-11,0.2853465020751953
2025-06-12,0.007822421875
2025-06-16,1.0000000000000003e-05
2025-07-28,0.18515829498291014
2025-07-29,0.00196310546875
2025-07-29,0.19245192321777344
2025-07-29,0.19815865325927734
2025-07-29,0.1886677813720703
2025-07-29,0.18598226135253904
2025-07-29,0.1774374249267578
