date,iv
2025-05-18,0.5229539892578124
2025-05-21,0.5151415673828125
2025-05-22,1.0000000000000003e-05
2025-05-22,1.0000000000000003e-05
2025-05-22,1.0000000000000003e-05
2025-05-22,0.47876497802734375
2025-05-25,0.5083056982421875
2025-05-27,0.007822421875
2025-05-28,0.015634843750000002
2025-06-01,0.5083056982421875
2025-06-02,0.432622861328125
2025-06-06,1.0000000000000003e-05
2025-06-07,0.4643608251953125
2025-06-07,0.4643608251953125
2025-06-10,0.007822421875
2025-06-11,0.4914601635742188
2025-06-11,0.4089414575195312
2025-06-12,0.0312596875
2025-06-16,0.0312596875
2025-07-28,1.000005
