date,iv
2025-05-18,0.3632876171875
2025-05-21,0.273444765625
2025-05-22,0.007822421875
2025-05-22,0.007822421875
2025-05-22,0.007822421875
2025-05-22,0.32910827148437494
2025-05-23,1.0000000000000003e-05
2025-05-25,0.3657289990234375
2025-05-28,0.015634843750000002
2025-05-28,0.015634843750000002
2025-06-01,0.36035795898437495
2025-06-01,0.36035795898437495
2025-06-02,0.4194393994140625
2025-06-06,1.0000000000000003e-05
2025-06-07,0.3398503515625
2025-06-07,0.3398503515625
2025-06-10,1.0000000000000003e-05
2025-06-11,0.40039662109375
2025-06-11,0.3544986425781249
2025-06-12,0.007822421875
2025-06-16,1.0000000000000003e-05
2025-07-28,0.344733115234375
2025-07-29,0.24414818359375
2025-07-29,0.29492892578124996
2025-07-29,0.34668622070312494
2025-07-29,0.358404853515625
2025-07-29,0.38867798828125
